company,newsroom_page,tag,link,base
Apple,0,a,/newsroom/2021/03/apple-womens-health-study-releases-preliminary-data-to-help-destigmatize-menstrual-symptoms/,https://www.apple.com
Apple,1,a,/newsroom/2021/03/apple-tv-plus-announces-programming-partnership-with-nobel-laureate-malala-yousafzai/,https://www.apple.com
Apple,1,a,/newsroom/2021/03/apple-hearing-study-shares-new-insights-on-hearing-health/,https://www.apple.com
Apple,1,a,/newsroom/2021/03/new-zealand-students-prototype-their-own-samoan-language-app-with-ipad/,https://www.apple.com
Apple,1,a,/newsroom/2021/02/apple-celebrates-womens-history-month-and-international-womens-day/,https://www.apple.com
Apple,1,a,/newsroom/2021/02/apple-helps-encircle-expand-its-support-for-lgbtq-youth-and-their-families/,https://www.apple.com
Apple,1,a,/newsroom/2021/02/apples-advanced-manufacturing-fund-helps-copan-diagnostics-ship-millions-of-covid-19-test-kits/,https://www.apple.com
Apple,1,a,/newsroom/2021/02/apple-launches-inaugural-entrepreneur-camp-for-black-founders-and-developers/,https://www.apple.com
Apple,1,a,/newsroom/2021/02/how-to-capture-stunning-floral-photos-with-iphone-12-pro-models/,https://www.apple.com
Apple,1,a,/newsroom/2021/02/we-read-too-app-developer-kaya-thomas-explores-trends-in-black-literature/,https://www.apple.com
Apple,1,a,/newsroom/2021/02/an-apple-watch-anniversary-gift-and-the-future-it-helped-change/,https://www.apple.com
Apple,1,a,/newsroom/2021/02/hometown-shot-on-iphone-12-pro/,https://www.apple.com
Apple,1,a,/newsroom/2021/01/data-privacy-day-at-apple-improving-transparency-and-empowering-users/,https://www.apple.com
Apple,1,a,/newsroom/2021/01/apple-reports-first-quarter-results/,https://www.apple.com
Apple,1,a,/newsroom/2021/01/apple-celebrates-black-history-month/,https://www.apple.com
Apple,1,a,/newsroom/2021/01/dan-riccio-begins-a-new-chapter-at-apple/,https://www.apple.com
Apple,1,a,/newsroom/2021/01/time-to-walk-an-inspiring-audio-walking-experience-comes-to-apple-fitness-plus/,https://www.apple.com
Apple,1,a,/newsroom/2021/01/shot-on-iphone-12-portraits-cityscapes-the-night-sky-and-more/,https://www.apple.com
