company,newsroom_page,tag,link,base
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/03/09/walmart-doubles-down-on-tiktok-shopping-hosts-all-new-live-stream-shopping-event,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/03/05/walmart-board-of-directors-adds-former-at-t-chairman-and-ceo-randall-stephenson,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/03/04/walmart-maintains-relentless-focus-on-growing-frontline-associates-in-the-pandemic-and-beyond,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/03/04/walmart-to-present-at-bank-of-america-2021-consumer-retail-technology-conference,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/03/03/investing-in-the-future-of-u-s-manufacturing-our-commitment-to-american-jobs,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/03/02/the-best-vaccine-is-the-one-you-receive,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/03/02/walmart-connect-expands-search-offering-with-three-new-walmart-advertising-partners-on-board,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/03/01/walmart-drops-35-minimum-for-express-delivery,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/03/01/kkr-and-rakuten-complete-seiyu-share-purchase-from-walmart,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/02/25/walmart-launches-covid-19-vaccine-drive-to-reach-more-residents-in-vulnerable-communities,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/02/25/walmart-to-present-at-both-the-raymond-james-institutional-investors-conference-and-the-ubs-global-consumer-and-retail-virtual-conference,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/02/25/walmart-expands-vriddhi-program-to-uttar-pradesh-to-help-msmes-access-domestic-and-global-customers,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/02/24/walmart-marketplace-announces-new-seller-savings-new-sellers-to-enjoy-commission-free-sales-for-30-days,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/02/22/race-in-the-workplace-the-black-experience-a-mckinsey-co-report-created-in-collaboration-with-walmart,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/02/22/somewhere-beyond-the-plastic-bag-lies-the-future-of-retail,
Walmart,0,a,https://corporate.walmart.com/newsroom/2021/02/19/walmart-sams-club-and-the-walmart-foundation-announce-winter-weather-response-efforts-to-help-those-affected-by-recent-storms,
